user_id_field,instruction_group,form_submission_time,feedback_type,session_id,submission_time,trial_number,env_id,free_form_description,user_demonstrated_trajectory,chosen_trajectory_identifier,chosen_trajectory,unchosen_trajectory,off_initial_trajectory,off_interrupted_trajectory,uncorrected_trajectory,corrected_trajectory,policy_type_served,manipulation_check_errors,manipulation_check_responses
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,off_intervention,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:19:12,5,gen_map_113,,,,,,"[[0, 0], [1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [2, 3], [1, 3], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [1, 7], [1, 8], [1, 9], [1, 10], [0, 10], [0, 11]]","{""trajectory"": [[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [0, 11]], ""obstacles"": [[3, 0]]}",,,non_slippery,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,correction,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:21:40,1,gen_map_16,,,,,,,,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]","[[0, 0], [0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",non_slippery,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,correction,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:21:53,2,gen_map_47,,,,,,,,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [1, 6], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]","[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [1, 6], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",non_slippery,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,correction,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:22:19,3,gen_map_82,,,,,,,,"[[5, 11], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11], [0, 10], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [1, 5], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1], [3, 1], [4, 1], [4, 0], [5, 0]]","[[5, 11], [4, 11], [3, 11], [3, 10], [3, 9], [3, 8], [4, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0]]",slippery,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,correction,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:22:47,4,gen_map_61,,,,,,,,"[[0, 0], [1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]","[[0, 0], [0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [3, 6], [3, 7], [2, 7], [1, 7], [1, 8], [0, 8], [0, 9], [0, 10], [0, 11]]",slippery,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,demonstration_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:42:14,4,gen_map_35,,"[[0, 11], [1, 11], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [1, 5], [0, 5], [1, 5], [2, 5], [2, 6], [2, 7], [2, 6], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]",,,,,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,correction,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:23:51,5,gen_map_7,,,,,,,,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]","[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [1, 4], [0, 4], [0, 5], [0, 6], [0, 7], [1, 7], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [1, 11], [0, 11]]",slippery,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,comparison,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:25:41,1,gen_map_55,,,A,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]","[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]",,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,comparison,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:25:55,2,gen_map_109,,,A,"[[5, 11], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [3, 4], [3, 3], [3, 2], [4, 2], [5, 2], [5, 1], [5, 0]]","[[5, 11], [5, 10], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [0, 3], [1, 3], [2, 3], [3, 3], [3, 2], [4, 2], [5, 2], [5, 1], [5, 0]]",,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,comparison,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:26:21,3,gen_map_81,,,A,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [1, 5], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]","[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]",,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,comparison,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:26:33,4,gen_map_11,,,A,"[[5, 11], [5, 10], [4, 10], [4, 9], [4, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3], [3, 3], [2, 3], [2, 2], [2, 1], [3, 1], [4, 1], [4, 0], [5, 0]]","[[5, 11], [5, 10], [5, 9], [4, 9], [3, 9], [3, 8], [2, 8], [1, 8], [1, 7], [0, 7], [0, 6], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 0]]",,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,comparison,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:26:44,5,gen_map_35,,,B,"[[0, 11], [1, 11], [2, 11], [3, 11], [3, 10], [3, 9], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]","[[0, 11], [1, 11], [2, 11], [3, 11], [4, 11], [4, 10], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [4, 4], [4, 3], [3, 3], [3, 2], [3, 1], [3, 0], [2, 0], [1, 0], [0, 0]]",,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,demonstration,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:27:33,1,gen_map_24,,"[[0, 11], [1, 11], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [1, 7], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]",,,,,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,demonstration,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:27:47,2,gen_map_100,,"[[0, 0], [0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6], [3, 7], [2, 7], [2, 8], [1, 8], [1, 9], [1, 10], [0, 10], [0, 11]]",,,,,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,demonstration,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:28:08,3,gen_map_48,,"[[5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [4, 4], [4, 3], [4, 2], [4, 1], [5, 1], [5, 0]]",,,,,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,demonstration,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:28:45,4,gen_map_86,,"[[0, 11], [0, 10], [0, 9], [0, 8], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [5, 3], [5, 2], [5, 1], [4, 1], [3, 1], [3, 0], [2, 0], [1, 0], [0, 0]]",,,,,,,,,,
Ve8ofibFtE,group_a1b2,2025-09-05 03:01:03,demonstration,VkllLKnDR5InoJRB1CQYfeZ-mLxxl7dqjTqDvyNlbHM,2025-09-05 03:29:05,5,gen_map_118,,"[[0, 0], [0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [2, 4], [2, 5], [2, 6], [2, 7], [1, 7], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,free_form_description,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:31:38,1,ffq_comparison,"{""stable_rating"": 2, ""slippery_rating"": 5}",,,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,manipulation_check_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:33:32,1,,,,,,,,,,,,"{""execution_q"": 0, ""slippery_outcome_q"": 1, ""slippery_outcome_q_2"": 0, ""what_is_task_q"": 1}","{""what_is_task_q"": ""4"", ""slippery_outcome_q_2"": ""2"", ""execution_q"": ""5"", ""slippery_outcome_q"": ""4""}"
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,free_form_description,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:35:25,1,ffq_comparison,"{""stable_rating"": 2, ""slippery_rating"": 4}",,,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,manipulation_check_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:38:04,1,,,,,,,,,,,,"{""execution_q"": 0, ""slippery_outcome_q"": 1, ""slippery_outcome_q_2"": 0, ""what_is_task_q"": 0}","{""slippery_outcome_q"": ""3"", ""slippery_outcome_q_2"": ""1"", ""execution_q"": ""5"", ""what_is_task_q"": ""1""}"
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,manipulation_check_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:38:26,2,,,,,,,,,,,,"{""execution_q"": 0, ""slippery_outcome_q"": 2, ""slippery_outcome_q_2"": 0, ""what_is_task_q"": 2}","{""what_is_task_q"": ""4"", ""slippery_outcome_q_2"": ""1"", ""execution_q"": ""5"", ""slippery_outcome_q"": ""3""}"
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,manipulation_check_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:40:20,3,,,,,,,,,,,,"{""execution_q"": 0, ""slippery_outcome_q"": 3, ""slippery_outcome_q_2"": 0, ""what_is_task_q"": 2}","{""what_is_task_q"": ""1"", ""slippery_outcome_q_2"": ""1"", ""execution_q"": ""5"", ""slippery_outcome_q"": ""3""}"
cGm5c5HQJf,group_a2b1,2025-09-05 03:32:44,free_form_description,XMrTpKOVbeErjT3F3GtSfKi8pJQiNAiBsnyfLZKXQjU,2025-09-05 03:40:30,1,ffq_comparison,"{""stable_rating"": 2, ""slippery_rating"": 5}",,,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,demonstration_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:41:32,1,gen_map_61,,"[[0, 0], [0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]",,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,demonstration_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:41:47,2,gen_map_100,,"[[0, 0], [0, 1], [0, 2], [0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6], [3, 7], [2, 7], [1, 7], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,demonstration_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:41:59,3,gen_map_24,,"[[0, 11], [1, 11], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [3, 7], [4, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3], [3, 3], [2, 3], [2, 2], [2, 1], [2, 0], [1, 0], [0, 0]]",,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,demonstration_pre,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:42:24,5,gen_map_55,,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,demonstration_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:42:44,1,gen_map_61,,"[[0, 0], [1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [3, 6], [3, 7], [2, 7], [1, 7], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,demonstration_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:42:59,2,gen_map_48,,"[[5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [4, 4], [4, 3], [4, 2], [4, 1], [4, 0], [5, 0]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,demonstration_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:43:19,3,gen_map_1,,"[[0, 11], [1, 11], [2, 11], [2, 10], [2, 9], [2, 8], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [0, 3], [0, 2], [0, 1], [0, 0]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,demonstration_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:43:31,4,gen_map_55,,"[[0, 0], [1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [1, 3], [1, 4], [1, 5], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,demonstration_pre,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:43:49,5,gen_map_82,,"[[5, 11], [4, 11], [3, 11], [3, 10], [3, 9], [3, 8], [4, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0]]",,,,,,,,,,
cQcQLHaWHa,group_a2b1,2025-09-05 03:31:55,manipulation_check,Yh2HutwPZ4tx3S9-dT7AsECJdU_sgr96aQps3vwx5EA,2025-09-05 03:44:51,1,,,,,,,,,,,,"{""slippery_outcome_q"": 0, ""slippery_outcome_q_2"": 0}","{""slippery_outcome_q"": ""5"", ""slippery_outcome_q_2"": ""1""}"
Ook7NDXw4U,group_a1b2,2025-09-05 03:44:12,free_form_description,TQsUCU3r_O5xMWEEBLrFI53VmBhcPor_cRTB0Qg1vNI,2025-09-05 03:44:53,1,ffq_comparison,"{""stable_rating"": 1, ""slippery_rating"": 5}",,,,,,,,,,,
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,manipulation_check,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:44:55,1,,,,,,,,,,,,"{""slippery_outcome_q"": 1, ""slippery_outcome_q_2"": 0}","{""slippery_outcome_q"": ""5"", ""slippery_outcome_q_2"": ""1""}"
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,comparison,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:46:30,1,gen_map_1,,,B,"[[0, 11], [1, 11], [2, 11], [2, 10], [2, 9], [2, 8], [1, 8], [0, 8], [0, 7], [0, 6], [1, 6], [1, 5], [1, 4], [1, 3], [0, 3], [0, 2], [0, 1], [0, 0]]","[[0, 11], [1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0], [4, 0], [3, 0], [2, 0], [1, 0], [0, 0]]",,,,,,,
Ook7NDXw4U,group_a1b2,2025-09-05 03:44:12,manipulation_check_pre,TQsUCU3r_O5xMWEEBLrFI53VmBhcPor_cRTB0Qg1vNI,2025-09-05 03:46:41,1,,,,,,,,,,,,"{""execution_q"": 0, ""slippery_outcome_q"": 0, ""slippery_outcome_q_2"": 0, ""what_is_task_q"": 0}","{""slippery_outcome_q_2"": ""1"", ""execution_q"": ""5"", ""slippery_outcome_q"": ""5"", ""what_is_task_q"": ""1""}"
RUOMfMiUVv,group_a1b1,2025-09-05 03:30:14,comparison,IPtuSGmQzUDSgTO_P4pv1BBqiL-vDbYf71zI4t_jWSU,2025-09-05 03:46:50,2,gen_map_109,,,B,"[[5, 11], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [3, 4], [3, 3], [3, 2], [4, 2], [5, 2], [5, 1], [5, 0]]","[[5, 11], [5, 10], [4, 10], [4, 9], [3, 9], [2, 9], [1, 9], [1, 8], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [1, 4], [1, 3], [2, 3], [3, 3], [3, 2], [4, 2], [5, 2], [5, 1], [5, 0]]",,,,,,,
